
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z
----------------------
    2        1   0.183
    6        1   0.183
   13        1   0.183
   15        1   0.183

charles(13) half(15) words(2) rest(6) 

DOC 345
TOPIC    COUNT    PROB
----------------------
    2        2   0.233
    4        2   0.233
   10        2   0.233
   19        1   0.122

ideas(10) flow(2) express(4) means(19) letters(4) sometimes(2) ideas(10) 

DOC 346
TOPIC    COUNT    PROB
----------------------
    5        1   0.275
   19        1   0.275

humility(19) reproof(5) 

DOC 347
TOPIC    COUNT    PROB
----------------------
   19        3   0.443
    3        1   0.157
   15        1   0.157

appearance(3) humility(19) opinion(19) sometimes(15) boast(19) 

DOC 348
TOPIC    COUNT    PROB
----------------------
    9        2   0.350
   16        2   0.350

call(9) recent(16) piece(9) modesty(16) 

DOC 349
TOPIC    COUNT    PROB
----------------------
   19        9   0.227
    8        7   0.178
    6        5   0.128
   15        5   0.128
    9        3   0.078
   12        3   0.078
   16        3   0.078
    0        1   0.028
    2        1   0.028
   11        1   0.028

boast(19) proud(12) defects(12) writing(16) consider(15) proceeding(12) rapidity(0) execution(8) least(9) highly(6) interesting(15) power(19) doing(16) anything(19) quickness(8) attention(6) performance(16) told(6) morning(9) resolved(8) upon(19) quitting(8) netherfield(8) gone(9) five(8) minutes(11) meant(15) sort(19) compliment(2) yourself(19) leave(15) necessary(6) business(8) real(6) advantage(15) yourself(19) anyone(19) else(19) 

DOC 350
TOPIC    COUNT    PROB
----------------------
   19        9   0.433
    8        4   0.195
   12        3   0.148
    9        2   0.100
    3        1   0.052

nay(12) remember(12) night(9) foolish(19) things(19) morning(8) upon(19) honour(8) true(19) moment(3) least(9) therefore(19) assume(19) character(12) needless(8) merely(19) show(19) off(19) ladies(8) 

DOC 351
TOPIC    COUNT    PROB
----------------------
    9        7   0.355
    0        4   0.205
   12        3   0.155
   13        1   0.055
   14        1   0.055
   15        1   0.055
   19        1   0.055

dare(13) believed(0) means(15) convinced(12) gone(9) conduct(0) dependent(0) chance(0) horse(9) stay(9) next(9) week(9) probably(12) probably(12) another(14) word(19) stay(9) month(9) 

DOC 352
TOPIC    COUNT    PROB
----------------------
    5        2   0.300
   12        2   0.300
    9        1   0.157

proved(5) justice(5) disposition(12) shown(12) off(9) 

DOC 353
TOPIC    COUNT    PROB
----------------------
   12        5   0.255
    2        4   0.205
   18        4   0.205
   19        4   0.205
    9        1   0.055

exceedingly(2) gratified(2) compliment(2) sweetness(12) temper(12) afraid(19) giving(12) turn(18) gentleman(18) means(19) intend(9) certainly(12) under(19) circumstance(18) denial(12) ride(2) off(19) fast(18) 

DOC 354
TOPIC    COUNT    PROB
----------------------
   15        2   0.420
    5        1   0.220

consider(15) original(15) intentions(5) 

DOC 355
TOPIC    COUNT    PROB
----------------------
   10        2   0.263
   19        2   0.263
    6        1   0.138
   12        1   0.138

upon(19) word(10) exactly(10) explain(6) matter(12) speak(19) 

DOC 356
TOPIC    COUNT    PROB
----------------------
    4        9   0.337
    0        5   0.189
   12        5   0.189
   15        3   0.115
   17        2   0.078
   13        1   0.041

expect(4) account(4) opinions(4) choose(0) call(12) mine(0) acknowledged(0) allowing(4) case(0) stand(13) according(15) representation(15) remember(12) supposed(0) desire(4) return(17) delay(12) plan(17) merely(12) desired(4) asked(4) offering(4) argument(4) favour(15) propriety(12) 

DOC 357
TOPIC    COUNT    PROB
----------------------
    4        2   0.300
   14        2   0.300
    0        1   0.157

yield(4) readily(4) easily(14) persuasion(14) merit(0) 

DOC 358
TOPIC    COUNT    PROB
----------------------
    4        2   0.300
    2        1   0.157
   12        1   0.157
   15        1   0.157

yield(4) conviction(15) compliment(2) understanding(12) either(4) 

DOC 359
TOPIC    COUNT    PROB
----------------------
    7       13   0.364
   15        8   0.225
    4        6   0.169
    0        3   0.086
    2        2   0.058
   14        1   0.031
   19        1   0.031

appear(0) allow(15) influence(7) friendship(19) affection(0) regard(7) readily(4) yield(4) request(4) waiting(15) arguments(15) reason(7) particularly(7) speaking(7) case(15) supposed(0) wait(14) perhaps(15) circumstance(7) discretion(7) behaviour(7) general(4) ordinary(2) cases(7) between(7) desired(4) change(7) resolution(15) moment(7) ill(2) person(4) complying(7) desire(15) waiting(15) 

DOC 360
TOPIC    COUNT    PROB
----------------------
    4        5   0.392
   17        5   0.392
   18        1   0.085

advisable(4) proceed(17) subject(4) rather(17) degree(17) importance(4) request(4) degree(17) intimacy(4) between(18) parties(17) 

DOC 361
TOPIC    COUNT    PROB
----------------------
   13        4   0.152
   19        4   0.152
    4        3   0.115
    8        3   0.115
   15        3   0.115
    0        2   0.078
    2        2   0.078
    3        2   0.078
   14        2   0.078

means(15) hear(4) particulars(14) comparative(15) height(13) size(4) weight(3) argument(4) aware(0) assure(13) tall(13) fellow(2) comparison(0) pay(8) half(3) deference(19) declare(14) object(15) particular(19) occasions(19) particular(19) places(8) especially(2) sunday(8) evening(13) 

DOC 362
TOPIC    COUNT    PROB
----------------------
   13        6   0.407
    4        5   0.340
   12        2   0.140

smiled(4) perceive(13) rather(13) offended(13) therefore(4) checked(12) laugh(13) warmly(4) resented(4) received(4) brother(13) talking(13) nonsense(12) 

DOC 363
TOPIC    COUNT    PROB
----------------------
   12        4   0.586
    4        1   0.157

design(12) dislike(12) argument(4) want(12) silence(12) 

DOC 364
TOPIC    COUNT    PROB
----------------------
   13        4   0.410
   15        3   0.310
    2        1   0.110

perhaps(13) arguments(15) like(13) defer(15) yours(15) thankful(13) whatever(2) like(13) 

DOC 365
TOPIC    COUNT    PROB
----------------------
   17        2   0.350
    6        1   0.183
    8        1   0.183

ask(17) sacrifice(17) side(6) finish(8) 

DOC 366
TOPIC    COUNT    PROB
----------------------
    4        2   0.420
    8        1   0.220

took(4) advice(4) finish(8) 

DOC 367
TOPIC    COUNT    PROB
----------------------
   16       10   0.673
    4        2   0.140
    2        1   0.073

business(16) applied(16) indulgence(16) music(16) moved(16) alacrity(2) pianoforte(16) polite(16) request(4) lead(16) politely(16) earnestly(4) seated(16) 

DOC 368
TOPIC    COUNT    PROB
----------------------
    3       13   0.320
   16        7   0.173
    5        5   0.124
   14        5   0.124
   13        4   0.100
    1        3   0.076
    2        1   0.027
    6        1   0.027

hurst(16) while(3) thus(3) employed(16) help(3) observing(6) turned(3) music(16) books(16) lay(5) instrument(16) frequently(3) eyes(3) fixed(3) hardly(13) knew(14) suppose(1) object(5) admiration(3) look(3) disliked(14) still(14) strange(1) imagine(14) drew(3) notice(16) something(13) wrong(13) reprehensible(2) according(3) ideas(16) right(14) person(5) present(5) supposition(3) pain(3) liked(13) care(1) approbation(5) 

DOC 369
TOPIC    COUNT    PROB
----------------------
   16        3   0.310
    2        2   0.210
    3        2   0.210
    5        1   0.110

playing(16) varied(2) charm(5) lively(3) air(3) afterwards(2) drawing(16) near(16) 

DOC 370
TOPIC    COUNT    PROB
----------------------
   15        2   0.350
    0        1   0.183
    5        1   0.183

feel(0) inclination(5) opportunity(15) dancing(15) 

DOC 371
TOPIC    COUNT    PROB
----------------------
    4        3   0.388
   11        3   0.388

smiled(4) answer(4) repeated(11) question(4) surprise(11) silence(11) 

DOC 372
TOPIC    COUNT    PROB
----------------------
   12        5   0.255
    1        4   0.205
    3        3   0.155
    6        2   0.105
    0        1   0.055
    4        1   0.055
   13        1   0.055
   19        1   0.055

immediately(0) determine(3) reply(6) wanted(6) taste(3) delight(3) those(12) kind(1) schemes(12) person(19) contempt(12) therefore(4) mind(12) tell(1) want(12) dance(13) despise(1) dare(1) 

DOC 373
TOPIC    COUNT    PROB
----------------------
    1        1   0.367

dare(1) 

DOC 374
TOPIC    COUNT    PROB
----------------------
   12        4   0.241
   13        4   0.241
   14        3   0.182
    0        2   0.124
    5        2   0.124

rather(13) expected(0) affront(14) amazed(13) gallantry(5) mixture(12) sweetness(12) difficult(12) affront(14) anybody(13) woman(13) believed(0) inferiority(12) connections(14) danger(5) 

DOC 375
TOPIC    COUNT    PROB
----------------------
    4        5   0.464
   12        2   0.191
    1        1   0.100
    8        1   0.100

suspected(8) jealous(12) anxiety(4) recovery(4) received(4) assistance(4) desire(4) getting(1) rid(12) 

DOC 376
TOPIC    COUNT    PROB
----------------------
    0        3   0.310
   10        3   0.310
    7        1   0.110
   15        1   0.110

tried(10) provoke(10) guest(15) talking(10) supposed(0) marriage(0) happiness(0) alliance(7) 

DOC 377
TOPIC    COUNT    PROB
----------------------
    8        8   0.289
    7        7   0.254
   12        5   0.182
   11        3   0.111
   15        3   0.111

walking(8) together(7) shrubbery(8) next(8) law(7) few(11) hints(7) desirable(15) event(15) takes(7) place(11) advantage(15) tongue(8) younger(8) girls(8) running(11) officers(8) mention(7) delicate(12) subject(7) endeavour(7) check(8) something(12) bordering(12) conceit(12) impertinence(12) 

DOC 378
TOPIC    COUNT    PROB
----------------------
    0        1   0.157
    2        1   0.157
   12        1   0.157
   17        1   0.157
   18        1   0.157

anything(12) else(18) propose(17) domestic(2) felicity(0) 

DOC 379
TOPIC    COUNT    PROB
----------------------
   10        7   0.323
    6        5   0.232
   14        4   0.186
   19        2   0.095
   15        1   0.050
   18        1   0.050

uncle(14) aunt(10) phillips(14) placed(10) gallery(10) pemberley(6) put(6) next(6) uncle(14) judge(19) same(19) profession(18) different(10) lines(14) picture(10) taken(10) justice(15) those(6) beautiful(6) eyes(10) 

DOC 380
TOPIC    COUNT    PROB
----------------------
    3        4   0.513
   10        1   0.138
   16        1   0.138

easy(3) catch(3) expression(3) colour(10) remarkably(16) fine(3) 

DOC 381
TOPIC    COUNT    PROB
----------------------
   11        3   0.443
   15        1   0.157
   16        1   0.157

moment(11) met(11) another(15) walk(11) hurst(16) 

DOC 382
TOPIC    COUNT    PROB
----------------------
   11        3   0.443
   17        1   0.157
   18        1   0.157

intended(18) walk(11) confusion(11) lest(11) overheard(17) 

DOC 383
TOPIC    COUNT    PROB
----------------------
    2        4   0.410
    1        2   0.210
   11        2   0.210

used(2) abominably(1) ill(2) answered(2) hurst(1) running(11) telling(2) coming(11) 

DOC 384
TOPIC    COUNT    PROB
----------------------
   11        6   0.555
    9        2   0.191
   15        1   0.100

taking(15) arm(11) left(9) walk(11) path(11) just(11) admitted(11) three(9) immediately(11) 

DOC 385
TOPIC    COUNT    PROB
----------------------
   11        3   0.620

walk(11) wide(11) party(11) 

DOC 386
TOPIC    COUNT    PROB
----------------------
    9        2   0.350
   10        2   0.350

least(9) inclination(10) remain(9) answered(10) 

DOC 387
TOPIC    COUNT    PROB
----------------------
    0        3   0.443
    1        1   0.157
    9        1   0.157

stay(9) appear(0) uncommon(0) advantage(0) bye(1) 

DOC 388
TOPIC    COUNT    PROB
----------------------
    9        6   0.469
   14        3   0.238
   10        1   0.085
   17        1   0.085

ran(14) off(9) rejoicing(9) home(9) already(14) recovered(10) intend(9) leaving(9) couple(14) hours(9) evening(17) 

DOC 389
TOPIC    COUNT    PROB
----------------------



DOC 390
TOPIC    COUNT    PROB
----------------------
   16       10   0.326
   17        6   0.197
   11        4   0.132
   12        4   0.132
    0        2   0.068
   19        2   0.068
   18        1   0.035

ladies(16) removed(17) dinner(17) ran(11) seeing(17) guarded(19) cold(16) attended(16) drawing(16) welcomed(11) friends(12) professions(0) seen(11) agreeable(16) during(17) hour(16) passed(11) gentlemen(16) appeared(12) powers(16) conversation(16) considerable(18) describe(19) entertainment(17) relate(0) humour(17) laugh(12) acquaintance(12) spirit(16) 

DOC 391
TOPIC    COUNT    PROB
----------------------
   16       15   0.328
   17        8   0.176
   11        7   0.154
    3        5   0.111
   10        5   0.111
   19        2   0.046
    5        1   0.024
   14        1   0.024

gentlemen(16) entered(11) longer(17) object(5) eyes(10) instantly(10) turned(3) toward(16) something(14) advanced(11) steps(11) addressed(17) polite(16) hurst(16) slight(10) bow(10) glad(16) warmth(3) remained(16) salutation(10) full(17) joy(3) attention(17) half(16) hour(16) spent(17) fire(16) lest(11) suffer(19) change(16) removed(16) desire(16) side(11) further(17) door(11) sat(16) down(16) talked(16) scarcely(3) anyone(19) else(17) work(17) opposite(11) delight(3) 

DOC 392
TOPIC    COUNT    PROB
----------------------
   16       18   0.464
    4        6   0.156
   11        5   0.131
    6        3   0.079
   14        2   0.054
